id,loss
4,1462.888837105795
6,2299.4501744275494
9,10269.728188483161
12,5826.490581750768
15,-265.3749676527068
17,1883.6462907239352
21,2320.3696011954917
28,-742.5543702978908
32,2102.7382852651995
43,4145.881358495163
46,2806.0936847679145
50,697.2494552937952
54,1421.9025084554603
62,2598.921903702769
70,3226.8687568190962
71,9935.96735616955
75,1492.1627017312117
77,3308.3928580764923
81,3354.877857552955
83,3529.0269545717792
87,2280.9893920825307
97,2756.5734868744157
103,1718.6870984007103
119,1194.108721657075
120,2211.171362531198
127,1939.6622304886032
138,4138.794072253812
141,3620.5721324632914
148,1461.7160828069473
150,2662.3462298276236
151,2819.4937751682364
158,1995.0438630992116
160,7052.929395142622
165,3693.154775613694
168,4170.458386746573
169,3432.8602049389683
177,3209.659907389453
178,4782.521204935405
184,1909.8259088044135
194,7323.73450059892
198,1616.1708850833757
203,6065.522508470365
211,3113.8971415509445
217,726.5427443313821
219,1228.8385711122855
221,4337.10605658647
227,2173.064658827308
230,1417.0440626964319
235,2119.484302444127
240,342.18965163725517
243,3882.0410721298476
249,6483.540568040665
253,2428.528825546296
258,476.1583382999203
261,1985.7933369467378
263,3386.8604453736984
264,3989.96994100661
265,5874.61296793496
268,1688.339553795842
271,1322.3494385725344
274,6283.029196519563
275,1202.1854394583609
279,2357.2314427086008
282,1726.5733445611631
286,2808.344581851444
288,1131.1138781600878
294,3590.0489959575084
296,1165.3651885214053
297,1657.0819481156539
300,239.80019759587663
303,7842.061587816989
314,814.089656165254
315,5880.843968184223
321,2655.4087962482004
323,5309.462552774882
330,5302.097621621364
341,2110.4408669886016
342,5452.901551178585
352,1222.6003330309513
353,4240.348512068169
360,11186.662184043302
361,2397.8972910944585
362,3129.3967531761946
366,1219.0724343347333
372,4248.730563005955
376,4044.8254488123102
377,2470.96300579238
379,1075.560279887479
380,4503.538255188742
387,1351.8783639114645
392,1501.4970619506587
394,9233.044466554313
395,1962.6020645956778
397,1516.4066179135248
407,5466.330146805732
411,8050.956769113745
416,2523.4726630793616
417,1727.9954791456166
419,4284.312387983248
428,6050.322030935438
431,1843.4468668913469
436,7565.3664591782945
438,1483.74455663042
445,7461.548188575128
446,6552.993422633959
455,1635.521879693014
456,535.0620759062522
461,974.7403185136919
463,1005.7418843428934
464,3489.0823386140064
466,2022.3675139816523
467,2919.1409420775108
470,1773.0417079436804
475,1401.8821667421055
482,3743.224698792556
490,3588.864436140975
496,3954.976539599009
497,6450.332973675837
508,3868.0121002751603
510,2442.6435102414353
512,3931.894961368435
513,3955.2416817744706
523,2180.876319661376
531,5587.666265402115
532,3699.6643749881678
533,1450.8786823854975
537,984.7040851852597
544,5260.70606776777
547,4161.851676894347
556,8266.297055465928
565,1462.2129119541044
566,1328.4146655828267
571,1358.8833301982809
573,1584.85753732283
574,359.2953101243153
581,2380.3794901378296
585,2384.005105270712
589,2432.0050474307736
597,1783.064510578002
601,3981.453475895425
602,2771.8759093408103
613,2865.454637606404
616,1953.2918909284124
619,1631.875260727175
622,3033.4039067896215
623,3226.129635509314
629,1530.6354262297198
634,1805.9015392074177
638,156.9950970020365
642,601.148445324048
643,2711.5097652729014
645,757.8374800405179
648,6511.755154952128
652,2110.58595629581
664,499.69522350630643
666,1933.5262292680443
672,237.34844847673875
676,3272.796198469748
678,5226.763126510247
682,1792.4652336592
686,3323.3439319085537
688,2183.9178358496565
689,1786.4534216382733
690,2970.6093437078302
692,8672.867492548452
695,2247.487250145409
697,4194.112117588633
698,2376.9251649937733
706,2427.693629573531
708,2050.5533999595073
712,4183.510509488285
715,3545.1115037597506
717,758.409159344762
725,2309.955542525309
729,911.4166691113783
737,1299.287390609267
739,4865.564231973462
747,4059.8624331379156
753,2554.2507553411842
758,3279.884474206168
759,3574.680510758955
763,1798.56445861126
773,4385.2536225487365
774,1594.114638106123
776,1481.6484651881772
788,5156.107917884099
790,2832.081589304123
794,1590.0004633156593
801,2849.2302620541636
802,2736.705685008277
805,1712.95618552484
809,6213.298480564082
812,1163.4820048100503
825,2533.099965602615
828,1698.0514995178419
830,1284.7507445737094
833,1082.4568063332579
850,5354.373575619382
852,6051.047373527754
862,2578.7198028376956
863,2190.2363400096865
864,750.1207458740195
865,3734.796588455995
868,6130.474809158765
872,1735.3036608286252
879,6809.562566735413
880,1281.5588693214327
883,2503.5526520394615
886,2055.385595420314
923,1210.1154661287858
924,1424.5996132603336
932,620.3581351504486
945,6923.24168844672
947,6384.568484333484
948,1728.6295086277948
955,4921.072472687429
963,5257.167148757049
979,2826.6969799761805
989,2573.8349365670483
994,2985.738413008647
995,3040.959165341041
998,2317.695659976481
1000,4459.680384761473
1018,2482.07721695965
1019,2302.462541170235
1028,2675.190201130849
1034,1392.9491903584399
1038,1536.464047430187
1040,1065.363507012599
1042,1235.4411727241593
1057,7033.641546627931
1058,1855.201931741011
1063,1212.8595786993476
1066,4167.602044036171
1071,4511.775402309588
1073,4098.556827503504
1074,3639.3017580987143
1077,4109.159915979674
1080,10946.08456246553
1088,457.29835342333297
1096,923.7218208692266
1097,9367.68898687803
1105,6284.88414978048
1115,2037.9203957846978
1116,2086.0134580600657
1122,1799.0226266525708
1130,4259.3164066765485
1133,1427.2534281944606
1137,1554.9232594323566
1140,1827.117912503738
1143,7840.014294606034
1149,6857.952623785365
1150,1661.0286965834143
