id,loss
4,1758.9579394702043
6,1980.053514851855
9,8276.588875265908
12,6969.753792681512
15,753.0792740633615
17,2455.2594973978707
21,3690.498509260125
28,1045.3392686059678
32,2921.162741783965
43,3829.466595249643
46,1705.0845298083404
50,865.30742115638
54,1506.9176927408453
62,2772.275606339672
70,2163.1505016890073
71,7704.128656212788
75,2467.9516341996896
77,1418.0902299969205
81,2265.227056668649
83,2310.522531308537
87,2209.62202324405
97,2230.2000663988993
103,1430.5949398391062
119,1945.9398626832847
120,2106.840602928809
127,1338.013595358667
138,3700.089128088453
141,3322.2918310751857
148,1448.7852460472993
150,2674.7026977629284
151,2749.719253654481
158,1794.3011305334876
160,5637.5856316023255
165,3018.5211409401572
168,4300.421320925363
169,3124.4413478024685
177,3067.266459365032
178,4490.383590080864
184,2338.1033297765002
194,7521.009195921957
198,2097.697073941425
203,4243.470981675145
211,3081.266824044593
217,863.2583594402987
219,1584.7954365228459
221,4149.685923694341
227,2063.3291275333177
230,1569.616334120843
235,2009.9608493136682
240,630.093307364689
243,2686.0122347505753
249,9289.861661477378
253,2959.7931471037177
258,1647.9961990599313
261,1943.0318232426735
263,3289.161245294433
264,4079.2074471192213
265,3939.685917388654
268,1329.3436474816351
271,1603.7704705517654
274,4830.461078496781
275,569.1542372681325
279,2573.968507368958
282,2110.436338465675
286,3823.385607891115
288,1962.7703853645548
294,2584.9381082070167
296,1480.4426052644296
297,1869.324579409985
300,1058.80744946341
303,12835.927928090032
314,1606.1619546092136
315,5554.085404587979
321,2936.5386203535986
323,6071.634055419952
330,5012.132155566126
341,1918.9383075494845
342,4825.775563233322
352,1422.7671281978398
353,3062.994913071283
360,6831.15958740818
361,2228.020609215938
362,4440.970086589648
366,1215.7008489440202
372,4140.170632324065
376,3888.942166644881
377,1782.6622309445772
379,1685.0926292283277
380,3801.701839272775
387,1863.9002220006005
392,1963.5428929184136
394,11257.797719242033
395,1484.5156663487967
397,1652.9612506358176
407,7215.3780265288615
411,12450.138588981774
416,2923.510752660122
417,1477.306399958887
419,3304.4602154809195
428,5808.746179781387
431,1693.481488352543
436,12354.700388001058
438,1758.6545032472698
445,7254.074691404432
446,8253.033510347197
455,1234.809178494912
456,1801.523401403179
461,899.5886619931537
463,2076.5043132914043
464,4018.7952787354543
466,2300.509042536665
467,1832.4920294638976
470,1014.1528908198126
475,1450.7221509154294
482,3204.2527443687786
490,5187.519197559387
496,2887.363897187364
497,3771.7645967535
508,3593.8495406549546
510,2151.317278561648
512,2249.565664630334
513,5459.287631315597
523,1881.0034837569303
531,5628.572270105325
532,3453.4470841924995
533,1565.5042779260073
537,1071.4377288316502
544,4811.879851552845
547,3157.7697985631
556,8529.9117617253
565,1604.9547814358546
566,2142.863274471607
571,1138.4475856739014
573,1504.3902825841044
574,988.3178008141336
581,1909.8836712884
585,2578.1998827706157
589,2759.3285316487977
597,1721.7700378965358
601,4207.099057284339
602,1585.7182457724084
613,2997.956755585143
616,1678.5312793330415
619,2075.525127391083
622,3134.488821882362
623,1944.6754777007375
629,1421.5593093161704
634,1649.0937667168873
638,535.4394809139042
642,1049.8168938231752
643,1967.0303422312013
645,1246.3394868955882
648,6785.52479837245
652,2062.3989537808293
664,1309.7689251704564
666,2652.2967994359165
672,917.3904771262665
676,1989.348993583266
678,2748.4287505902726
682,1873.2958670457128
686,2894.6429605607955
688,2803.921326750614
689,1414.9153639092196
690,1882.003389917753
692,10553.082949331354
695,2593.924612785771
697,5368.105784144151
698,2110.0965124645936
706,2322.464321339422
708,2175.895488133424
712,3490.074649313205
715,3793.315614234076
717,1522.644675887082
725,3318.2829771089014
729,1656.9162726779532
737,1705.2948859026747
739,6784.1774996818285
